name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york,2018-01-25T20:00:00,-0.8,-4.7,-17.7,26.48,0,,,0,0,33.5,11.5,334,1033.7,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T21:00:00,-1,-5.4,-18,26.41,0,,,0,0,,13.5,348,1034.1,41.3,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T22:00:00,-1.4,-5.6,-17,29.4,0,,,0,0,,12.6,356,1034.7,44.9,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T23:00:00,-1.7,-1.7,-17.7,28.49,0,,,0,0,,3.4,2,1035,27.1,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T00:00:00,-1.5,-1.5,-17.4,28.64,0,,,0,0,,3.6,354,1035.2,95.7,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T01:00:00,-1.9,-4.8,-17.1,30.37,0,,,0,0,,7.6,333,1035.7,95.7,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T02:00:00,-2,-4.9,-17.6,29.26,0,,,0,0,,7.4,310,1036.2,95.7,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T03:00:00,-2.5,-5.7,-17.4,30.98,0,,,0,0,,8.1,288,1036.2,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T04:00:00,-2.6,-2.6,-17.1,32.01,0,,,0,0,,2.9,347,1036.8,0,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T05:00:00,-3.1,-5.7,-16.8,33.89,0,,,0,0,,6.3,312,1037.3,0,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T06:00:00,-3,-6,-17.1,32.83,0,,,0,0,,7.6,358,1038,0,16,1,0,0,,Clear,clear-night,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T07:00:00,-3.6,-6.8,-16.3,36.71,0,,,0,0,,7.6,40,1038.9,10.5,16,5,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T08:00:00,-2.3,-5.4,-16.4,32.98,0,,,0,0,,8,28,1039.3,0,16,41,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T09:00:00,-1.5,-1.5,-15.7,33.07,0,,,0,0,,3,16,1040.1,0,16,134,0.5,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T10:00:00,-0.6,-0.6,-14.6,33.77,0,,,0,0,,3.3,356,1040.5,0,16,302,1.1,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T11:00:00,0,0,-14.2,33.51,0,,,0,0,,2.1,353,1040.5,0,16,510,1.8,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T12:00:00,1.5,-0.6,-13.1,33.01,0,,,0,0,,6.8,0,1039.5,0,16,552,2,6,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T13:00:00,1.9,1.9,-13.5,30.92,0,,,0,0,,4.7,293,1038.4,0,16,538,1.9,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T14:00:00,2.6,0.6,-13.4,29.46,0,,,0,0,,7.3,60,1037.6,0,16,451,1.6,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T15:00:00,3.4,1,-12.9,29.41,0,,,0,0,,8.7,219,1037.1,4.4,16,324,1.2,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T16:00:00,3.4,0.2,-11.8,31.89,0,,,0,0,,12.4,221,1037,10.5,16,151,0.5,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T17:00:00,2.1,-1.1,-10.1,40.06,0,,,0,0,,11.6,156,1036.5,10.5,16,24,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-26T18:00:00,0.8,-3.3,-8,51.53,0,,,0,0,25.9,14.8,175,1037.3,10.5,16,1,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,RAWN4,KNYC,72503014732"
new york,2018-01-26T19:00:00,1.1,-2.4,-6.9,55.08,0,,,0,0,,11.9,172,1037.6,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T20:00:00,1.5,-2.1,-5.8,58.13,0,,,0,0,,12.8,174,1037.8,14.1,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T21:00:00,1.2,-2.2,-6.8,55.01,0,,,0,0,,11.5,192,1037.6,14.1,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T22:00:00,1.1,-2.8,-6.1,58.49,0,,,0,0,,13.6,182,1037.3,14.1,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-26T23:00:00,1.1,-1.5,-5.1,63.29,0,,,0,0,,8.1,205,1037,19.2,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T00:00:00,1.7,1.7,-5.1,60.4,0,,,0,0,,3,273,1036.2,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T01:00:00,1.8,1.8,-4.6,62.94,0,,,0,0,,2.9,281,1035.5,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T02:00:00,2.3,0.4,-4.2,62.32,0,,,0,0,,6.5,250,1035.1,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T03:00:00,2.5,-0.5,-2.6,69.06,0,,,0,0,,10.5,180,1034.3,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T04:00:00,2.3,0.6,-1.6,75.66,0,,,0,0,,6,190,1033.7,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T05:00:00,2.7,0.2,-1.3,74.88,0,,,0,0,,8.9,190,1033.3,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T06:00:00,2.5,-0.6,-1.6,74.21,0,,,0,0,,11.6,241,1033,10.5,16,1,0,0,,Clear,clear-night,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T07:00:00,2.6,-0.6,-1.8,73,0,,,0,0,,11.5,214,1032.9,10.5,16,5,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T08:00:00,2.5,-0.2,-1.8,72.99,0,,,0,0,,9.7,204,1032.5,10.5,16,42,0.2,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T09:00:00,3.6,0.9,-1.9,67.31,0,,,0,0,,10.7,214,1032.4,15.6,16,138,0.5,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T10:00:00,5.1,3,-2,60.31,0,,,0,0,25.9,8.9,220,1032.1,25.4,16,303,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T11:00:00,6.6,4.2,-2.8,51.25,0,,,0,0,,12,236,1031.4,34.2,16,480,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T12:00:00,8.8,6.8,-3.4,42.04,0,,,0,0,31.9,12.8,222,1029.7,34.2,16,481,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T13:00:00,11.5,11.5,-4.3,32.61,0,,,0,0,46.4,17.1,236,1028.3,34.2,16,517,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T14:00:00,12.6,12.6,-2.7,34.42,0,,,0,0,37.3,17.8,214,1026.9,34.2,16,320,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T15:00:00,12.5,12.5,-0.2,41.67,0,,,0,0,35.3,14.6,230,1026.2,35.9,16,159,0.6,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T16:00:00,13.1,13.1,2.5,48.63,0,,,0,0,,13.2,249,1025.8,35.9,16,67,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T17:00:00,13,13,3.9,53.95,0,,,0,0,30.4,18.8,227,1025.1,38.4,16,19,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-27T18:00:00,12.7,12.7,4.5,57.21,0,,,0,0,29.5,18.4,238,1025.4,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T19:00:00,12.9,12.9,4.5,56.48,0,,,0,0,29.1,13.9,192,1025.7,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T20:00:00,12.5,12.5,4.4,57.6,0,,,0,0,,11.3,188,1025.4,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T21:00:00,12.3,12.3,4.4,58.39,0,,,0,0,25.9,11,178,1024.7,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T22:00:00,12.1,12.1,4.2,58.62,0,,,0,0,,12.4,182,1024,55.1,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-27T23:00:00,12,12,4.2,58.93,0,,,0,0,33.5,15.2,203,1023.9,55.1,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T00:00:00,11.9,11.9,4.6,60.95,0,,,0,0,,14.5,210,1023.4,60.2,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,72503014732"
new york,2018-01-28T01:00:00,12.2,12.2,5.4,63.45,0,,,0,0,,11.7,191,1022.8,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T02:00:00,12.1,12.1,6.8,69.85,0,,,0,0,,13.2,248,1022.9,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T03:00:00,11.5,11.5,8,78.72,0.44,,,0,0,37.1,18.7,241,1023,100,16,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,72503014732"
new york,2018-01-28T04:00:00,10.8,10.8,8.3,84.86,0.67,,,0,0,37.1,11.5,255,1023.2,100,11.9,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T05:00:00,10.3,10.3,8.3,87.79,0.5,,,0,0,35.3,17.4,253,1023.2,100,14.2,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T06:00:00,10,8.4,8.2,88.85,1.19,,,0,0,,11.7,234,1023.5,100,11.5,1,0,0,,"Rain, Overcast",rain,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T07:00:00,9.5,8.1,8.2,91.87,1.01,,,0,0,,9.6,228,1024.2,100,12,101,0.4,1,,"Rain, Overcast",rain,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T08:00:00,9.5,8.6,8.2,91.87,0.5,,,0,0,,7.3,281,1024.5,100,12.9,10,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T09:00:00,10,9.1,8.2,88.85,0.37,,,0,0,,7.4,265,1024.9,100,13.8,29,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T10:00:00,9.2,8.5,7.6,89.72,0.39,,,0,0,,6.3,274,1024.9,100,15.7,54,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T11:00:00,9.3,9.3,7.8,89.81,0.12,,,0,0,,2.4,324,1025.3,100,14.4,55,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T12:00:00,9.5,9.5,8.1,91.02,0.33,,,0,0,,0,0,1024.6,100,9.5,55,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T13:00:00,9.5,9.5,5.8,78.18,0.34,,,0,0,,3.5,344,1023.9,100,15.7,111,0.4,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T14:00:00,10.1,10.1,5.6,73.65,0,,,0,0,,2.4,346,1023.1,100,16,160,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T15:00:00,9.8,9.8,4.2,68.13,0,,,0,0,,3.6,346,1023.1,100,16,91,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T16:00:00,9.7,9.1,3.4,64.8,0,,,0,0,,6.3,293,1023.2,97.5,16,45,0.2,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T17:00:00,9.7,9.7,3.5,65.14,0,,,0,0,,3.3,329,1023.2,95.7,16,15,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-28T18:00:00,9.5,8.5,2.9,63.79,0,,,0,0,,7.5,310,1023.5,97.5,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T19:00:00,9,7.4,1.2,57.98,0,,,0,0,,10.5,344,1023.8,65,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T20:00:00,8.8,7.9,1,58.13,0,,,0,0,,6.8,6,1024,88.9,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T21:00:00,8.6,7.3,1.1,59.3,0,,,0,0,,8.4,8,1024,52.6,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T22:00:00,8.1,6.7,1.5,63.26,0,,,0,0,,8.3,42,1023.9,48.8,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-28T23:00:00,7.6,6.1,1.7,66.04,0,,,0,0,,8.4,59,1024,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T00:00:00,7.3,6.4,2.7,72.75,0,,,0,0,,6,51,1024,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T01:00:00,7.1,5.4,1.9,69.48,0,,,0,0,,9,36,1024,55.1,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T02:00:00,6.2,4.1,0.4,66.73,0,,,0,0,,9.8,58,1024,55.1,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T03:00:00,5.7,2.7,-0.8,63.17,0,,,0,0,29.5,14.6,37,1023.7,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T04:00:00,5,1.7,-1.9,60.8,0,,,0,0,,16.1,32,1022.8,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T05:00:00,5,2.1,-2.6,58.07,0,,,0,0,,12.4,20,1023,38.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T06:00:00,4.7,1.1,-3,57.32,0,,,0,0,,17.3,35,1023.3,38.4,16,1,0,0,,Partially cloudy,partly-cloudy-night,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T07:00:00,4.9,1.5,-3.6,54.42,0,,,0,0,27.7,16.1,41,1023.6,38.4,16,101,0.4,1,,Partially cloudy,partly-cloudy-night,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T08:00:00,4.7,0.9,-3.8,54.43,0,,,0,0,27.7,18.4,45,1023.5,34.2,16,30,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T09:00:00,5,1.6,-3.9,52.88,0,,,0.13,0.13,27.7,15.7,35,1023.2,34.2,16,97,0.3,1,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T10:00:00,5.5,2.1,-3.6,51.95,0,,,0.13,0.25,,17.5,49,1023.1,34.2,16,164,0.6,2,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T11:00:00,5.6,2.4,-3.3,52.66,0,,,0.13,0.38,37.1,15.6,32,1022.7,27.9,16,324,1.2,3,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T12:00:00,6.1,2.1,-3.1,51.63,0,,,0.12,0.5,36.7,23.8,58,1021.8,50.8,16,319,1.1,3,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T13:00:00,6,1.4,-3,52.51,0,,,0.13,0.63,43.2,30.1,61,1020.5,65,16,286,1,3,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T14:00:00,6,2.7,-2.9,52.91,0,,,0.13,0.75,35.3,17.7,62,1019.9,100,16,164,0.6,2,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T15:00:00,6.2,3.2,-3,51.48,0,,,0.13,0.88,,15.3,46,1019.1,100,16,104,0.4,1,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T16:00:00,5.9,3.2,-3,52.9,0,,,0.12,1,,13.4,83,1018.4,100,16,36,0.1,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T17:00:00,5.9,2.9,-2,56.62,0,,,0.13,1.13,,15.2,50,1018.4,100,16,11,0,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-29T18:00:00,5.6,2.6,-1.7,59.33,0,,,0.13,1.25,27.7,14.2,52,1018,100,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T19:00:00,4.6,0.6,-2.1,61.77,0,,,0.13,1.38,31.7,19.1,58,1017.9,100,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T20:00:00,4.5,1.3,-2.9,59.07,0,,,0.13,1.5,29.5,13.5,50,1017.7,100,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T21:00:00,3.9,-0.1,-3.1,60.16,0,,,0.12,1.63,35.3,18.5,40,1016.9,100,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T22:00:00,3.5,-0.7,-3.1,61.82,0,,,0.13,1.75,,19.5,53,1016.8,100,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-29T23:00:00,2.9,-1.8,-3.1,64.55,0,,,0.13,1.88,31.7,22.4,54,1016.1,100,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T00:00:00,1.7,-3.1,-3.3,69.22,0,,,0.12,2,33.5,20.6,64,1015.7,100,7.9,,,,,Overcast,snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2018-01-30T01:00:00,0.1,-4.5,-2.1,85.39,0.08,,,0.13,2.13,,16,61,1015.6,100,3.2,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2018-01-30T02:00:00,-0.4,-4.7,-2.1,88.5,0.18,,,0.12,2.25,,14.2,41,1015,100,5.5,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T03:00:00,-0.6,-4.5,-2.7,86.08,0.26,,,0.13,2.38,,11.7,20,1015,100,3.3,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T04:00:00,-1,-4.9,-2.6,88.56,0.38,,,0.13,2.5,,11.9,6,1014.7,100,2.5,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T05:00:00,-1,-5.1,-2.2,91.18,0.53,,,0.12,2.63,,12.8,356,1014.8,100,2.5,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T06:00:00,-1,-4.4,-2.1,92.16,0.3,,,0.13,2.75,,9.9,11,1015,100,3.3,1,0,0,,"Snow, Overcast",snow,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T07:00:00,-0.9,-3.3,-2.1,91.52,0.31,,,0.13,2.88,,6.7,24,1015,100,3.3,101,0.4,1,,"Snow, Overcast",snow,"D1574,72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2018-01-30T08:00:00,-0.7,-4.4,-2.3,89.15,0.11,,,0.13,3,,10.9,18,1015,100,2.9,9,0,0,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T09:00:00,-0.4,-4.2,-2.2,87.56,0,,,0,2.32,,11.6,10,1015,100,6.6,38,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T10:00:00,0.1,-3.3,-2.6,81.75,0,,,0,2.22,,10.6,13,1015,100,10.2,114,0.4,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T11:00:00,0.8,-2.7,-2.2,80.02,0,,,0,2.12,,11.8,333,1015,97.5,11.2,176,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T12:00:00,1.5,1.5,-2.6,74.26,0,,,0,2.01,,4.6,350,1014.2,97.5,14.4,223,0.8,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T13:00:00,1.7,-1.5,-2.1,75.95,0,,,0,1.91,,10.9,305,1013.7,100,12.1,214,0.8,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,72503014732"
new york,2018-01-30T14:00:00,2,-2,-1.8,76.15,0.08,,,0,1.81,33.5,15.3,299,1013.2,100,12,172,0.6,2,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,72503014732"
new york,2018-01-30T15:00:00,2.3,-2.1,-2.2,72.15,0.2,,,0,1.71,,18.5,288,1013.3,96.2,16,163,0.6,2,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2018-01-30T16:00:00,1.4,-3.2,-6.1,57.78,0,,,0,1.61,40.7,18.2,305,1014.1,88.9,16,106,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T17:00:00,0.1,-5.2,-7.6,55.97,0,,,0,1.51,34.9,21.1,304,1015.3,96.7,16,40,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-30T18:00:00,-0.7,-7.3,-9.3,52.13,0,,,0,1.41,45.1,29.2,307,1016.9,97.5,16,1,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,RAWN4,KNYC,72503014732"
new york,2018-01-30T19:00:00,-1.5,-8.2,-10.4,51.05,0,,,0,1.31,50,27.7,313,1018.3,96.7,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T20:00:00,-2,-9,-11.4,48.91,0,,,0,1.21,47.4,28.7,304,1019.2,87,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T21:00:00,-2.5,-8.6,-11.6,49.75,0,,,0,1.11,46,20.8,320,1019.7,65,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-30T22:00:00,-3,-9.5,-11.4,52.39,0,,,0,1.01,40.5,22.8,308,1020.5,27.9,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
